"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"132257","Jeremy Horton ","No info","Good","Blue","Blond","Male","No","Living",17,"1997-06","DC","New Earth"
"132258","Benjamin Newton ","No info","Good","Green","Red","Male","No","Living",17,"1997-06","DC","New Earth"
"132259","Rita Lopez ","Secret","Good","Brown","Black","Female","No","Living",19,"1997-06","DC","New Earth"
"132260","George Sloan ","Secret","Good","No info","No info","Male","Bisexual","Living",16,"1997-06","DC","New Earth"
"132261","Scott Tucker ","No info","Good","No info","Blond","Male","No","Living",18,"1997-06","DC","New Earth"
"132262","Stacy Taglia ","No info","Good","Brown","Blond","Female","No","Living",14,"1997-09","DC","New Earth"
"132320","Joel Weinberg ","Public","Good","No info","Brown","Male","Homosexual","Living",10,"2000-03","DC","New Earth"
"132321","Aviva Weinberg ","Public","Good","No info","Brown","Female","No","Living",10,"2000-03","DC","New Earth"
"132322","Damara Sinclair ","Public","Good","No info","Blond","Female","No","Living",10,"2000-03","DC","New Earth"
"132323","Tyson Gilford ","Public","Good","No info","Black","Male","No","Living",10,"2000-03","DC","New Earth"
"132324","Cameron Begay ","Public","Good","Brown","Brown","Male","No","Living",10,"2000-03","DC","New Earth"
"132341","Abraham Arlington ","No info","Good","No info","No info","Male","No","Living",5,"2009-05","DC","New Earth"
"013261","Martin Stein ","Secret","Good","Brown","Grey","Male","No","Deceased",138,"1978-03","DC","New Earth"
"132735","Gretti ","Public","Bad","Black","Violet","Male","No","Deceased",9,"1983-05","DC","New Earth"
"132738","Horoq Nnot ","No info","Good","Green","Purple","Female","No","Deceased",16,"2006-06","DC","New Earth"
"132741","Barreer Wot ","Public","Good","No info","Grey","Male","No","Living",1,"2005-10","DC","New Earth"
"132742","Lok Neboora ","No info","Good","No info","No info","Male","No","Living",11,"2005-10","DC","New Earth"
"132745","Brokk ","No info","Good","No info","No info","Male","No","Living",9,"1981-05","DC","New Earth"
"132747","Grumb ","No info","Good","Purple","No info","Male","No","Living",5,"2005-10","DC","New Earth"
"132751","El'qa Squa Zreenah ","No info","Good","No info","Black","Male","No","Living",1,"1996-00","DC","New Earth"
"132754","Rori Stroh ","No info","Good","No info","No info","Male","No","Living",14,"1961-12","DC","New Earth"
"132756","NautKeLoi ","No info","Good","Yellow","No info","Male","No","Living",10,"1961-12","DC","New Earth"
"132760","Venizz ","Public","Good","No info","Pink","Female","No","Living",7,"2005-12","DC","New Earth"
"132769","Reg H'Rr ","No info","Bad","No info","No info","Male","No","Living",1,"2006-05","DC","New Earth"
"132773","Shane Sellers ","Public","Good","No info","Brown","Male","No","Living",7,"2005-07","DC","New Earth"
"132789","Morro ","No info","Good","Black","No info","Male","No","Living",24,"2006-07","DC","New Earth"
"132790","Spol ","Secret","Good","Red","No info","Male","No","Living",11,"1983-09","DC","New Earth"
"132792","DevilDog ","No info","Bad","No info","No info","Male","No","Living",7,"2007-08","DC","New Earth"
"132793","Flayt ","No info","Bad","No info","No info","No info","No","Living",6,"2007-08","DC","New Earth"
"132794","Haasp ","No info","Bad","No info","No info","Male","No","Living",3,"2007-08","DC","New Earth"
"132795","Low ","No info","Bad","No info","No info","Male","No","Living",17,"2007-08","DC","New Earth"
"132796","Maash ","Public","Bad","Black","No info","Male","No","Living",14,"2007-08","DC","New Earth"
"132797","Tri-Eye ","No info","Bad","Black","No info","Male","No","Deceased",15,"2008-02","DC","New Earth"
"132809","Glomulus ","Public","Bad","No info","No info","Male","No","Living",27,"2009-04","DC","New Earth"
"132813","Blume ","Public","Bad","No info","No info","No info","No","Living",11,"2009-04","DC","New Earth"
"132856","Coven ","No info","Bad","No info","Black","Female","No","Living",6,"1994-10","DC","New Earth"
"132858","Slagg ","No info","Bad","No info","Brown","Male","No","Living",6,"1994-10","DC","New Earth"
"132913","Charqwep ","No info","Good","No info","No info","Male","No","Living",7,"1982-03","DC","New Earth"
"132914","Rees-Van ","Public","Good","Black","No info","Male","No","Living",13,"2006-06","DC","New Earth"
"132915","Gleen ","Public","Bad","White","No info","Male","No","Deceased",6,"2005-11","DC","New Earth"
"132916","Kretch ","No info","Bad","No info","No info","Male","No","Living",9,"2007-08","DC","New Earth"
"132939","Ampa Nnn ","Public","Bad","No info","No info","Male","No","Living",3,"2007-08","DC","New Earth"
"133098","Ouranos ","Public","Bad","No info","White","Male","No","Deceased",4,"1989-01","DC","New Earth"
"133179","Eye ","Secret","Good","No info","Blond","Female","No","Deceased",18,"1998-08","DC","New Earth"
"133180","Josephine Tautin ","Public","Good","No info","Red","Female","No","Living",15,"2006-10","DC","New Earth"
"133182","Carl Andrew Bork ","Public","Good","Blue","Brown","Male","No","Living",26,"1969-01","DC","New Earth"
"013323","Valda ","Public","Good","Blue","Brown","Female","No","Living",25,"1981-11","DC","New Earth"
"013331","Valoric ","Secret","Good","Blue","Blond","Male","No","Living",11,"1979-10","DC","New Earth"
"013333","Calvin Carson ","Public","Good","Blue","Brown","Male","No","Living",45,"1960-08","DC","New Earth"
"133348","Jessica Midnight ","Public","Good","Blue","Black","Female","No","Living",40,"2002-10","DC","New Earth"
"133350","Shen Li Po ","Public","Good","No info","Black","Male","No","Living",11,"2006-07","DC","New Earth"
"013336","Christopher Smith ","Public","Good","Blue","Black","Male","No","Living",78,"1966-11","DC","New Earth"
"013337","Yolanda Montez ","Secret","Good","Brown","Reddish Brown","Female","No","Deceased",64,"1985-03","DC","New Earth"
"013339","Sonia Sato ","Secret","Good","No info","Black","Female","No","Living",67,"2007-01","DC","New Earth"
"133421","Lucas Terrel ","No info","Good","Brown","Brown","Male","No","Deceased",4,"2007-01","DC","New Earth"
"013358","Yz ","Secret","Good","Red","No info","Male","No","Living",207,"1940-01","DC","New Earth"
"013375","Virman Vundabar ","Public","Bad","Blue","Black","Male","No","Living",28,"1971-12","DC","New Earth"
"013382","Mageddon ","No info","Bad","No info","No info","Genderless","No","Living",8,"1998-02","DC","New Earth"
"013390","Helena Kyle ","Public","Neutral","Green","Brown","Female","No","Living",25,"2006-05","DC","New Earth"
"133928","Jia ","Secret","Bad","No info","Black","Female","No","Living",5,"2007-05","DC","New Earth"
"133929","Usil ","Secret","Bad","No info","Black","Male","No","Living",10,"1987-06","DC","New Earth"
"013393","Katherine Manser ","Secret","Good","Green","Red","Female","No","Deceased",18,"1978-10","DC","New Earth"
"133930","Sea Wolf ","Secret","Bad","Black","Brown","Male","No","Living",12,"1987-06","DC","New Earth"
"133931","Fledermaus ","Secret","Bad","No info","Red","Male","No","Deceased",6,"1987-06","DC","New Earth"
"134006","Vaughn ","No info","Good","No info","No info","Male","No","Living",6,"2009-01","DC","New Earth"
"134049","Rosie ","Secret","Bad","No info","Red","Female","No","Deceased",11,"1984-05","DC","New Earth"
"134050","Hardhat ","Secret","Bad","No info","No info","Male","No","Living",15,"1984-05","DC","New Earth"
"134051","Jackhammer ","Secret","Bad","No info","No info","Male","No","Deceased",12,"1984-05","DC","New Earth"
"134052","Scoopshovel ","Secret","Bad","No info","Black","Male","No","Deceased",12,"1984-05","DC","New Earth"
"134053","Steamroller ","Secret","Bad","Blue","Black","Male","No","Deceased",11,"1984-05","DC","New Earth"
"134083","Tapeworm ","Secret","Bad","No info","No info","Male","No","Living",13,"2006-01","DC","New Earth"
"134201","J.A.K.E. 6.1 ","No info","Good","No info","No info","Male","No","Living",2,"2008-05","DC","New Earth"
"134203","Cinnamon II ","Public","Good","Green","Red","Female","No","Living",7,"2003-10","DC","New Earth"
"134207","Tyson Sykes ","Public","Good","No info","Black","Male","No","Living",1,"2008-06","DC","New Earth"
"134209","Adam Sharp ","Secret","Good","Black","No info","Male","No","Living",6,"2008-07","DC","New Earth"
"134210","Chloe Roberts ","No info","Neutral","Blue","Blond","Female","No","Living",6,"2008-07","DC","New Earth"
"134337","Frederick Abberline ","No info","Good","Blue","Black","Male","No","Living",2,"2009-02","DC","New Earth"
"134362","Rose Psychic ","Public","Good","Black","Black","Female","No","Deceased",11,"1937-03","DC","New Earth"
"134375","John Oakes ","Public","Good","Blue","Black","Male","No","Living",4,"1993-07","DC","New Earth"
"134520","Tyr-Van ","Public","Good","No info","Blond","Male","No","Living",5,"2009-05","DC","New Earth"
"134536","Mongo Krebs ","No info","Good","No info","No info","Male","No","Living",2,"1988-07","DC","New Earth"
"013463","Vril Dox II ","Public","Good","Green","Blond","Male","No","Living",163,"1964-02","DC","New Earth"
"134630","Hydra ","Secret","Bad","No info","Brown","Female","No","Living",1,"1988-07","DC","New Earth"
"134639","Hurricane ","Secret","Bad","No info","Blond","Male","No","Living",1,"1988-07","DC","New Earth"
"134642","Pyro ","Secret","Bad","No info","No info","Male","No","Living",1,"1988-07","DC","New Earth"
"134664","Michael Dugan ","Public","Neutral","Green","Red","Male","No","Living",18,"1985-02","DC","New Earth"
"134665","Barbara Whitmore ","No info","Neutral","Blue","Blond","Female","No","Living",19,"1999-07","DC","New Earth"
"134666","Donovan Wallace ","Secret","Good","No info","Red","Male","No","Deceased",1,"1994-09","DC","New Earth"
"134667","Samuel Kurtis ","Public","Bad","Blue","Brown","Male","No","Deceased",7,"2000-05","DC","New Earth"
"134768","Damien Darhk ","Public","Bad","Blue","Brown","Male","No","Deceased",6,"1999-03","DC","New Earth"
"134769","Red Panzer III ","Secret","Bad","Black","Black","Male","No","Deceased",7,"1999-07","DC","New Earth"
"134771","Siren ","Secret","Bad","Black","Blond","Female","No","Living",8,"1999-07","DC","New Earth"
"134773","Jeffrey Graham ","Public","Good","Blue","Blond","Male","No","Living",1,"1951-05","DC","New Earth"
"134775","Don Caballero ","Secret","Good","Brown","Black","Male","No","Deceased",2,"1951-05","DC","New Earth"
"134781","Cachiru ","Secret","Good","Blue","Black","Male","No","Living",2,"2000-09","DC","New Earth"
"134782","La Salamanca ","Secret","Good","Brown","Black","Female","No","Living",5,"2000-09","DC","New Earth"
"134783","Cimarron ","Secret","Good","No info","Black","Male","No","Living",3,"2000-09","DC","New Earth"
"134784","El Lobizon ","Secret","Good","Black","Brown","Male","No","Living",1,"2000-09","DC","New Earth"
"134785","El Yaguarette ","No info","Good","No info","No info","Male","No","Living",3,"2000-09","DC","New Earth"
"134786","Pampero ","Secret","Good","No info","No info","Male","No","Living",1,"2000-09","DC","New Earth"
"134787","El Bagual ","Secret","Good","No info","No info","Male","No","Living",2,"2000-09","DC","New Earth"
"134788","Vizacacha ","Secret","Good","No info","No info","Male","No","Living",2,"2000-09","DC","New Earth"
"134789","Tetsujiro Yoneda ","Secret","Bad","No info","No info","Male","No","Living",7,"1987-09","DC","New Earth"
"134792","Sterling Fry ","No info","Bad","No info","Black","Male","No","Living",1,"2008-03","DC","New Earth"
"134794","Johnny Cloud II ","No info","Good","No info","Black","Male","No","Living",11,"2005-07","DC","New Earth"
"134795","Ilsa von Hammer ","No info","Good","No info","Blond","Female","No","Living",9,"2005-07","DC","New Earth"
"134796","Thomas Tinker ","No info","Good","No info","No info","Male","No","Living",8,"2005-07","DC","New Earth"
"134832","Zachary Zor ","Secret","Bad","Green","Black","Male","No","Living",7,"1940-05","DC","New Earth"
"134907","Joseph Higgins ","Secret","Good","Blue","Red","Male","No","Living",25,"2009-07","DC","New Earth"
"134915","Ace Arn ","Secret","Good","Black","White","Male","No","Living",22,"1965-11","DC","New Earth"
"134924","Neil Richards ","Secret","Neutral","Blue","Red","Male","No","Living",13,"1967-02","DC","New Earth"
"135002","Stuart Mosely ","Secret","Good","No info","No info","Male","No","Living",9,"1992-09","DC","New Earth"
"013511","Great Darkness ","No info","Bad","No info","No info","No info","No","Living",4,"1986-06","DC","New Earth"
"135130","Jack Wyznowski ","No info","Good","No info","No info","Male","No","Living",11,"1988-08","DC","New Earth"
"135131","Jake Tyler ","Secret","Good","No info","Blond","Male","No","Living",1,"1988-08","DC","New Earth"
"135132","Winston Churchill O'Donnell ","No info","Good","No info","No info","Male","No","Living",1,"1988-07","DC","New Earth"
"135133","Kalia Campbell ","No info","Good","No info","Red","Female","No","Living",16,"1988-07","DC","New Earth"
"135134","Barry Stein ","No info","No info","Brown","Brown","Male","No","Living",1,"1985-12","DC","New Earth"
"135135","Matthew Stein ","No info","No info","Brown","Red","Male","No","Living",6,"1985-12","DC","New Earth"
"135142","Phillip Kramer ","Public","Good","No info","Brown","Male","No","Living",13,"1987-06","DC","New Earth"
"135143","Grace Guiness ","No info","Good","No info","No info","Female","No","Living",5,"1988-03","DC","New Earth"
"135144","Scott Jameson ","Public","Good","No info","No info","Male","No","Living",7,"1987-07","DC","New Earth"
"135316","Iroque ","Secret","Neutral","No info","Purple","Female","No","Living",41,"2008-01","DC","New Earth"
"135678","Vault ","Secret","Bad","No info","No info","Male","No","Living",8,"1997-04","DC","New Earth"
"135689","Abe Crane ","Secret","Good","Brown","Black","Male","No","Living",1,"1988-12","DC","New Earth"
"135690","Roger Dayton ","No info","Good","No info","Brown","Male","No","Living",3,"1988-12","DC","New Earth"
"135707","Scorcher III ","Secret","Bad","Brown","Black","Female","No","Deceased",6,"1997-04","DC","New Earth"
"135725","Jamie Harper ","Public","Good","Brown","Black","Female","No","Living",29,"2006-05","DC","New Earth"
"135734","Carom ","Secret","Bad","White","Red","Male","No","Living",8,"1997-04","DC","New Earth"
"135743","Axis ","Secret","Bad","No info","White","Female","No","Living",10,"1997-04","DC","New Earth"
"135763","Blizzard ","Secret","Bad","No info","No info","Male","No","Living",7,"1997-04","DC","New Earth"
"013588","Bizarro II ","Secret","Neutral","Blue","Black","Male","No","Deceased",8,"1994-03","DC","New Earth"
"135952","Lindsay Wah ","Secret","Good","No info","Purple","Female","No","Living",24,"1996-09","DC","New Earth"
"135954","Byron Stark ","Public","Good","Blue","Brown","Male","No","Deceased",19,"1996-10","DC","New Earth"
"135958","Woodson Hex ","No info","Bad","No info","White","Male","No","Deceased",14,"1977-12","DC","New Earth"
"135970","Violet ","Secret","Neutral","No info","Red","Female","No","Living",5,"2008-03","DC","New Earth"
"135976","Sebastian Ives ","Public","Good","No info","Blond","Male","No","Living",34,"1991-10","DC","New Earth"
"135978","Jake Donnelly ","No info","Neutral","Brown","Black","Male","No","Living",2,"2008-10","DC","New Earth"
"135981","Dennis Finnegan ","No info","Bad","No info","No info","Male","No","Living",4,"2008-10","DC","New Earth"
"135985","Roman Cavallo ","Public","Bad","Blue","White","Male","No","Living",13,"2008-03","DC","New Earth"
"135986","Marcus Wise ","Public","Bad","No info","Brown","Male","No","Living",13,"2008-03","DC","New Earth"
"135996","Lynx II ","Secret","Neutral","Amber","Black","Female","No","Living",11,"2008-12","DC","New Earth"
"136002","Amsel Reiniger ","Secret","Bad","Blue","Blond","Male","No","Living",6,"2000-05","DC","New Earth"
"136245","Sky Pirate ","Secret","Bad","No info","No info","Male","No","Living",6,"1947-08","DC","New Earth"
"136246","Jake Bennetti ","No info","Good","No info","Brown","Male","No","Living",13,"1997-04","DC","New Earth"
"136347","Jack Gold ","Public","Neutral","Black","No info","Male","No","Living",15,"1982-07","DC","New Earth"
"136408","Merlin the Leopard ","Public","Good","Black","No info","Male","No","Living",4,"1982-07","DC","New Earth"
"136420","Vanessa van Helsing ","Public","Neutral","No info","Red","Female","No","Living",17,"1982-07","DC","New Earth"
"013644","Leslie Thompkins ","Public","Good","Blue","White","Female","No","Living",111,"1976-03","DC","New Earth"
"013645","Alexander Trent ","Public","Bad","Blue","Blond","Male","No","Deceased",5,"1993-12","DC","New Earth"
"013652","Kenneth Braverman ","Public","Bad","Hazel","No info","Male","No","Deceased",20,"1994-10","DC","New Earth"
"136547","Donovan Caine ","Public","Neutral","Brown","Black","Male","No","Deceased",1,"1982-07","DC","New Earth"
"136591","Motalla ","No info","Bad","No info","Black","Female","No","Living",3,"1997-06","DC","New Earth"
"136610","Joshua Morgan ","No info","Good","No info","Red","Male","No","Living",36,"1978-11","DC","New Earth"
"013673","Able Crown ","Public","Bad","No info","Black","Male","No","Deceased",6,"2000-05","DC","New Earth"
"013675","Acidia ","Secret","Bad","Red","Blond","Female","No","Living",1,"1998-05","DC","New Earth"
"013676","Walter Chase ","Secret","Good","Green","Blond","Male","No","Deceased",3,"1998-07","DC","New Earth"
"136770","Zilius Zox ","Public","Bad","Yellow","No info","Male","No","Deceased",43,"2008-12","DC","New Earth"
"013687","Frederick DeLamb ","Secret","Bad","No info","Brown","Male","No","Living",11,"1983-08","DC","New Earth"
"013691","William Hand ","Secret","Bad","Brown","Black","Male","No","Living",64,"1964-06","DC","New Earth"
"013693","Amunet Black ","Public","Bad","Black","Blue","Female","No","Living",10,"2001-08","DC","New Earth"
"013694","Bludhound ","Public","Bad","No info","Blond","Male","No","Deceased",1,"1993-12","DC","New Earth"
"013698","Cerdian ","Public","Good","Blue","White","Male","No","Deceased",19,"2000-05","DC","New Earth"
"013707","Ub'x ","Secret","Bad","No info","No info","Male","No","Living",1,"1986-06","DC","New Earth"
"137081","Ringo Chen ","Public","Neutral","Brown","Black","Male","No","Deceased",21,"1996-04","DC","New Earth"
"013710","Guy Pompton ","No info","Bad","No info","No info","Male","No","Living",2,"1948-12","DC","New Earth"
"137112","Regulator II ","Secret","Bad","No info","No info","Male","No","Living",1,"2009-07","DC","New Earth"
"013715","Keith Kenyon ","Public","Bad","No info","No info","Male","No","Living",47,"1965-07","DC","New Earth"
"013716","Warren White ","Secret","Bad","No info","No info","Male","No","Living",15,"2003-07","DC","New Earth"
"013722","Iluthin ","Secret","Bad","Blue","Black","Male","No","Deceased",30,"1972-04","DC","New Earth"
"137290","Waterman ","Secret","Bad","No info","Black","Male","No","Deceased",4,"1999-07","DC","New Earth"
"013730","Lashawn Baez ","Secret","Bad","No info","Black","Female","No","Living",7,"2002-01","DC","New Earth"
"013731","Preus ","Secret","Bad","Blue","Blond","Male","No","Living",9,"2004-04","DC","New Earth"
"137341","Malcolm Allen ","No info","Good","Brown","Black","Male","No","Deceased",7,"2004-12","DC","New Earth"
"137343","Pryemaul ","No info","Bad","No info","Black","Male","No","Living",7,"1980-07","DC","New Earth"
"137345","Rene Carpenter ","No info","Neutral","No info","Brown","Female","No","Living",6,"2005-11","DC","New Earth"
"137346","Ry Sovereign ","No info","Good","No info","Brown","Male","No","Living",6,"2005-11","DC","New Earth"
"137347","Beni Sholin ","No info","Good","No info","No info","Male","No","Living",5,"2005-11","DC","New Earth"
"137361","Nash ","Secret","Bad","Grey","Black","Female","No","Deceased",25,"1994-10","DC","New Earth"
"013740","Tobias Manning ","Public","Bad","Blue","Brown","Male","No","Deceased",16,"1990-08","DC","New Earth"
"137432","Sunspot ","Secret","Bad","Black","Brown","Male","No","Living",1,"1987-03","DC","New Earth"
"137463","Cal Usjak ","No info","Good","No info","Red","Male","No","Living",14,"1999-03","DC","New Earth"
"137472","Theo Storm ","Secret","Good","No info","Black","Male","No","Living",14,"1999-03","DC","New Earth"
"137473","Nona Lin-Baker ","Public","Good","No info","Black","Female","No","Living",14,"1999-03","DC","New Earth"
"137474","Mitchell Anderson ","Secret","Good","No info","Brown","Male","No","Living",17,"1992-12","DC","New Earth"
"137475","Claudio Tielli ","No info","Good","No info","Brown","Male","No","Living",14,"1999-03","DC","New Earth"
"137480","Timothy Townsend ","Secret","Good","No info","Blond","Male","No","Deceased",2,"1999-03","DC","New Earth"
"137483","Maxwell Williams ","Public","Good","Brown","Brown","Male","No","Living",6,"2000-03","DC","New Earth"
"137610","Ferak ","No info","Neutral","No info","Green","Female","No","Living",6,"1999-07","DC","New Earth"
"137621","Kamandi ","Public","Neutral","Blue","Blond","Male","No","Living",12,"2007-09","DC","New Earth"
"137722","Cassius Bannister ","No info","Good","Brown","Black","Male","No","Living",5,"1979-12","DC","Earth-One"
"137768","Chumpp ","No info","Bad","No info","No info","Male","No","Deceased",1,"1993-00","DC","New Earth"
"137780","Robert Heavington Dubelz ","No info","Bad","No info","No info","Male","No","Deceased",1,"1993-00","DC","New Earth"
"137794","Thrax ","No info","Neutral","No info","No info","Male","No","Deceased",1,"1996-03","DC","New Earth"
"137799","Eckstein ","No info","Bad","No info","No info","Male","No","Living",1,"1996-03","DC","New Earth"
"137814","Mitchell Mayo ","Public","Bad","No info","No info","Male","No","Deceased",5,"2002-01","DC","New Earth"
"137825","Dvorcek ","No info","Bad","No info","No info","Male","No","Living",1,"2009-07","DC","New Earth"
"137962","Robert Dickering ","Secret","Good","Blue","Brown","Male","No","Living",20,"2009-10","DC","New Earth"
"137964","Lazlo Valentin ","No info","Bad","Brown","Brown","Male","No","Living",7,"2007-07","DC","New Earth"
"137967","Thunderhand ","No info","Bad","No info","No info","Male","No","Living",1,"2006-01","DC","New Earth"
"137968","Blue Moon ","Secret","Bad","No info","Blond","Female","No","Living",8,"2006-01","DC","New Earth"
"137969","Elias Stone ","Secret","Good","Black","Black","Male","No","Living",4,"2007-04","DC","New Earth"
"137996","Mister Toad ","No info","Bad","No info","No info","Male","No","Deceased",2,"2009-08","DC","New Earth"
"001380","Flash ","Secret","Good","Blue","Blond","Male","No","Living",1028,"1956-10","DC","Barry Allen"
"138027","Z\u00fcM ","Secret","Bad","No info","No info","Male","No","Living",6,"1997-01","DC","New Earth"
"138082","Protex ","Secret","Bad","No info","No info","Male","No","Living",6,"1997-01","DC","New Earth"
"138106","Darkstorm ","No info","Bad","No info","No info","Male","No","Deceased",1,"1996-04","DC","New Earth"
"138120","Cockatoo ","No info","Bad","No info","No info","Female","No","Deceased",1,"1996-04","DC","New Earth"
"138144","Ironbolt ","Secret","Bad","No info","Red","Male","No","Deceased",1,"1996-04","DC","New Earth"
"138177","Batman Jones ","No info","Good","Brown","Black","Male","No","Living",1,"2009-07","DC","New Earth"
"138189","Primaid ","Secret","Bad","No info","No info","Female","No","Living",6,"1997-01","DC","New Earth"
"138216","Fluxus ","Secret","Bad","No info","No info","Male","No","Living",6,"1997-01","DC","New Earth"
"138255","Tronix ","Secret","Bad","Red","No info","Female","No","Living",6,"1997-01","DC","New Earth"
"138267","Armek ","Secret","Bad","No info","No info","Male","No","Living",6,"1997-01","DC","New Earth"
"138271","A-Mortal ","Secret","Bad","Red","No info","Male","No","Living",6,"1997-01","DC","New Earth"
"001383","Flash ","Secret","Good","Green","Red","Male","No","Living",1,"1960-01","DC","Wally West"
"138301","Zenturion ","Secret","Bad","No info","No info","Male","No","Living",6,"1997-01","DC","New Earth"
"138310","Starker ","No info","Good","No info","No info","Male","No","Living",3,"1970-06","DC","New Earth"
"138388","Henry Bucher ","Secret","Good","Black","Black","Male","No","Living",21,"2004-05","DC","New Earth"
"138389","Mi-Sun Kwon ","Secret","Good","Brown","Brown","Female","No","Deceased",26,"2004-05","DC","New Earth"
"138392","Mink ","Secret","Bad","No info","No info","Male","No","Deceased",1,"1996-04","DC","New Earth"
"138394","Panzer ","Secret","Bad","No info","No info","Male","No","Deceased",1,"1996-04","DC","New Earth"
"138397","Twilight ","Secret","Bad","No info","No info","Female","No","Deceased",2,"1996-04","DC","New Earth"
"138400","Gerald McWilliams ","Public","Neutral","No info","No info","Male","No","Deceased",2,"1996-04","DC","New Earth"
"138418","Shathan ","No info","No info","No info","No info","Male","No","Living",8,"1966-04","DC","New Earth"
"138421","Ace Chance ","No info","Bad","No info","Brown","Male","No","Deceased",2,"1966-10","DC","New Earth"
"138448","Peter Robinson ","No info","Neutral","No info","Black","Male","No","Living",24,"2004-11","DC","New Earth"
"138460","Magnar ","Public","Good","No info","Blond","Male","No","Deceased",2,"1972-03","DC","New Earth"
"138547","Ted Shoemaker ","Public","Neutral","No info","Black","Male","No","Living",10,"2004-12","DC","New Earth"
"138548","Walter Pratt ","Public","Bad","No info","White","Male","No","Deceased",8,"2005-03","DC","New Earth"
"138556","Asha Del-Nar ","No info","Neutral","No info","Blond","Female","No","Living",7,"2009-05","DC","New Earth"
"001386","Jason Garrick ","Public","Good","Blue","Brown","Male","No","Living",951,"1940-01","DC","New Earth"
"138664","Bertron ","Public","Neutral","Black","No info","Male","No","Deceased",3,"1994-05","DC","New Earth"
"138844","Rebecca Tyler ","No info","Neutral","No info","Blond","Female","No","Living",3,"1999-12","DC","New Earth"
"138898","Jonathan Romero ","No info","No info","No info","White","Male","No","Living",1,"2009-06","DC","New Earth"
"138933","Synnar II ","Public","Bad","No info","Black","Male","No","Living",20,"1998-07","DC","New Earth"
"139003","Brin ","Public","Good","Blue","White","Male","No","Deceased",3,"1983-08","DC","New Earth"
"139013","Chance ","Secret","Bad","No info","Black","Male","No","Living",2,"1983-08","DC","New Earth"
"139014","Harrow ","Secret","Bad","No info","No info","Male","No","Living",2,"1983-08","DC","New Earth"
"139015","Risque ","Secret","Bad","No info","No info","Female","No","Living",2,"1983-08","DC","New Earth"
"139025","Wolfgang Schmidt ","No info","Bad","No info","No info","Male","No","Living",4,"1988-01","DC","New Earth"
"139036","Spak-Drom ","Public","Good","No info","No info","Male","No","Deceased",3,"1981-05","DC","New Earth"
"139098","T-Cher ","No info","Good","No info","No info","Male","No","Living",3,"1983-08","DC","New Earth"
"139187","Alan von Neumann, Jr. ","No info","Bad","No info","No info","Male","No","Living",4,"2009-08","DC","New Earth"
"139194","Unimate ","Public","Bad","No info","No info","Male","No","Living",4,"2009-08","DC","New Earth"
"139214","Sem-Re ","No info","No info","Blue","Blond","Male","No","Living",6,"2009-06","DC","New Earth"
"139231","Jeq-Vay ","No info","No info","Blue","Black","Male","No","Deceased",6,"2009-06","DC","New Earth"
"139247","Val-Ty ","No info","Bad","No info","No info","Male","No","Living",1,"2009-08","DC","New Earth"
"139259","Doctor Drew ","Secret","Bad","No info","No info","Male","No","Living",3,"1966-11","DC","New Earth"
"139264","Julie Robinson ","Public","Neutral","Blue","Black","Female","No","Living",10,"2006-05","DC","New Earth"
"139266","Violet Robinson ","Public","Neutral","No info","Blond","Female","No","Living",5,"2006-08","DC","New Earth"
"139268","Fred Farrell, Jr. ","Public","Good","Black","No info","Male","No","Living",4,"1956-04","DC","New Earth"
"139270","Terry Chase ","Public","Neutral","Green","Black","Female","No","Living",11,"1998-01","DC","New Earth"
"139378","Victor Christianson ","No info","Neutral","Blue","Brown","Male","No","Living",1,"1978-06","DC","New Earth"
"139491","Radu Stancu ","Public","Good","No info","No info","Male","No","Living",17,"1994-12","DC","New Earth"
"139526","Split ","Secret","Bad","White","Blond","Male","No","Living",3,"1994-07","DC","New Earth"
"139532","Mainline ","Secret","Bad","No info","No info","Male","No","Living",2,"1994-10","DC","New Earth"
"139533","Hardsell ","Secret","Bad","Brown","Black","Male","No","Living",2,"1994-10","DC","New Earth"
"139559","Nurse Rench ","No info","Bad","No info","Black","Female","No","Living",2,"1987-10","DC","New Earth"
"139650","Child and Flaw ","No info","Bad","No info","No info","Male","No","Living",22,"1986-06","DC","New Earth"
"139696","Az-Rel ","No info","Bad","No info","Brown","Male","No","Living",4,"2009-07","DC","New Earth"
"139697","Nadira Va-Dim ","No info","Bad","No info","Brown","Female","No","Living",4,"2009-07","DC","New Earth"
"139764","Sean Sonus ","Secret","Bad","Blue","White","Male","No","Living",5,"2009-02","DC","New Earth"
"139771","Rip Roar ","Public","Bad","Red","Strawberry Blond","Male","No","Living",1,"1998-10","DC","New Earth"
"139773","Speed Queen ","No info","Bad","No info","No info","Female","No","Deceased",8,"1991-02","DC","New Earth"
"139774","Malice Vundabar ","No info","Bad","No info","Brown","Female","No","Living",7,"1991-02","DC","New Earth"
"139776","Deborah Tiegel ","Public","Good","Brown","Black","Female","No","Living",28,"1994-03","DC","New Earth"
"139777","Lump ","Public","Bad","White","No info","Male","No","Deceased",6,"1972-04","DC","New Earth"
"013989","Dru-Zod II ","Public","Bad","Black","Black","Male","No","Living",43,"1961-04","DC","New Earth"
"001399","Eobard Thawne ","Secret","Bad","Blue","Strawberry Blond","Male","No","Deceased",89,"1963-09","DC","New Earth"
